ID,City,Group_size,Age,TOM,BUMO,BUMO_Previous,MostFavourite,Gender,Age_Group_2,Occupation,Occupation_Group,Year,Needstates,Daypart,NeedstateGroup,Brand,Spontaneous,Trial,P3M,P1M,Comprehension,Brand_Likability,Weekly,Daily,Segmentation,NPS_P3M,NPS_P3M_Group,Awareness,Attribute,BrandImage,Visit,Spending,PPA
135771,Đà Nẵng,1.0,32.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Convenient location,Highlands Coffee,2.0,118.0,59.0
136156,Đà Nẵng,2.0,53.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,45+ y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,10.0,80.0,8.0
136157,Đà Nẵng,2.0,45.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,45+ y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,High speed of internet,Highlands Coffee,10.0,80.0,8.0
136158,Đà Nẵng,2.0,32.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,30 - 34 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Delicious food,Highlands Coffee,10.0,100.0,10.0
136160,Đà Nẵng,2.0,53.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,45+ y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,High speed of internet,Highlands Coffee,10.0,120.0,12.0
138338,Hà Nội,5.0,17.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,16 - 19 y.o.,Pupil / Student,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,3.0,75.0,25.0
138447,Hà Nội,1.0,56.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Comfortable and relaxing environment,Highlands Coffee,3.0,105.0,35.0
138493,Đà Nẵng,2.0,21.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,20 - 24 y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Quick speed of service,Highlands Coffee,8.0,120.0,15.0
138537,Đà Nẵng,2.0,48.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,5.0,60.0,12.0
138545,Đà Nẵng,2.0,29.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,25 - 29 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Feel I belong here,Highlands Coffee,30.0,240.0,8.0
138546,Đà Nẵng,2.0,37.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,35 - 39 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good music,Highlands Coffee,30.0,300.0,10.0
138551,Đà Nẵng,2.0,41.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,40 - 44 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),7.0,Detractive,Highlands Coffee,Comfortable and relaxing environment,Highlands Coffee,30.0,300.0,10.0
138553,Đà Nẵng,5.0,52.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,45+ y.o.,Retirement,None Working,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,2.0,24.0,12.0
138596,Hồ Chí Minh,5.0,28.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,25 - 29 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,2.0,28.0,14.0
138602,Hồ Chí Minh,5.0,36.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,35 - 39 y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Convenient location,Highlands Coffee,5.0,125.0,25.0
138768,Hà Nội,5.0,47.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,45+ y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,2.0,50.0,25.0
138772,Hà Nội,5.0,22.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,20 - 24 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,3.0,75.0,25.0
138864,Hồ Chí Minh,6.0,33.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Delicious food,Highlands Coffee,4.0,48.0,12.0
138945,Đà Nẵng,2.0,60.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,30.0,240.0,8.0
139008,Hồ Chí Minh,5.0,34.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,2.0,20.0,10.0
139172,Đà Nẵng,1.0,22.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,20 - 24 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,30.0,900.0,30.0
140099,Hà Nội,6.0,22.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,20 - 24 y.o.,Pupil / Student,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,4.0,100.0,25.0
140603,Hà Nội,1.0,24.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,20 - 24 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,4.0,240.0,60.0
140862,Hồ Chí Minh,5.0,27.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,25 - 29 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Delicious food,Highlands Coffee,10.0,200.0,20.0
141401,Hồ Chí Minh,5.0,37.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,35 - 39 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Unknown,Unknown,Unknown,Seg.01 - Mass (<VND 25K),-1.0,Detractive,Unknown,Unknown,Unknown,2.0,24.0,12.0
92622,Hồ Chí Minh,3.0,43.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,40 - 44 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Socializing,Overall,Socializing,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,5.0,150.0,30.0
97079,Hà Nội,3.0,51.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,45+ y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,2.0,50.0,25.0
97487,Hà Nội,3.0,40.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,40 - 44 y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,2.0,60.0,30.0
104608,Cần Thơ,3.0,24.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,20 - 24 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Clean,Highlands Coffee,30.0,300.0,10.0
104757,Cần Thơ,3.0,26.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,25 - 29 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Unknown,Unknown,Unknown,Seg.01 - Mass (<VND 25K),-1.0,Detractive,Unknown,Unknown,Unknown,12.0,216.0,18.0
106582,Hà Nội,3.0,34.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,30 - 34 y.o.,Lecturer / Teacher,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,2.0,60.0,30.0
106835,Cần Thơ,3.0,29.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,25 - 29 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,4.0,40.0,10.0
110388,Hải Phòng,3.0,42.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,40 - 44 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Friendly staff,Highlands Coffee,4.0,80.0,20.0
111489,Hồ Chí Minh,3.0,46.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,45+ y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Good place for working / studying,Highlands Coffee,8.0,96.0,12.0
111760,Hồ Chí Minh,3.0,17.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,16 - 19 y.o.,Pupil / Student,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,2.0,24.0,12.0
112348,Hải Phòng,3.0,41.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,40 - 44 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,3.0,75.0,25.0
112466,Hải Phòng,3.0,51.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,45+ y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,2.0,20.0,10.0
112538,Hải Phòng,3.0,30.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,4.0,80.0,20.0
112544,Hồ Chí Minh,3.0,30.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,30 - 34 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Quick speed of service,Highlands Coffee,1.0,8.0,8.0
113105,Hải Phòng,3.0,48.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,45+ y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Trusted brand,Highlands Coffee,8.0,200.0,25.0
114609,Hải Phòng,3.0,29.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,25 - 29 y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,3.0,75.0,25.0
116005,Cần Thơ,3.0,47.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,45+ y.o.,"Agriculture / Forestry (Fishing, planting, farming)",Other Occupations,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,5.0,75.0,15.0
116829,Cần Thơ,3.0,29.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,25 - 29 y.o.,"Agriculture / Forestry (Fishing, planting, farming)",Other Occupations,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,20.0,300.0,15.0
117708,Hồ Chí Minh,3.0,28.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,25 - 29 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Trusted brand,Highlands Coffee,6.0,90.0,15.0
118395,Hà Nội,3.0,48.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,45+ y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,4.0,120.0,30.0
118938,Cần Thơ,3.0,31.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,30 - 34 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,20.0,240.0,12.0
119676,Đà Nẵng,3.0,53.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,45+ y.o.,Retirement,None Working,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,20.0,600.0,30.0
120252,Cần Thơ,3.0,20.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,20 - 24 y.o.,Pupil / Student,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Good coffee taste,Highlands Coffee,10.0,120.0,12.0
120472,Đà Nẵng,3.0,57.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,8.0,200.0,25.0
120798,Cần Thơ,3.0,23.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,20 - 24 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Good place for relaxing,Highlands Coffee,25.0,300.0,12.0
120919,Cần Thơ,3.0,28.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,25 - 29 y.o.,Lecturer / Teacher,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Unknown,Unknown,Unknown,Seg.01 - Mass (<VND 25K),-1.0,Detractive,Unknown,Unknown,Unknown,24.0,264.0,11.0
121222,Hà Nội,3.0,51.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,45+ y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,4.0,120.0,30.0
121539,Hải Phòng,3.0,55.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,45+ y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,20.0,400.0,20.0
121953,Hồ Chí Minh,3.0,46.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,45+ y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,3.0,36.0,12.0
122123,Đà Nẵng,3.0,24.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,20 - 24 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Comfortable and relaxing environment,Highlands Coffee,6.0,180.0,30.0
122706,Hồ Chí Minh,3.0,36.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,35 - 39 y.o.,Self Employed  - Company owner (under 10 employees),Self Employed - Company Owner,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,4.0,200.0,50.0
123373,Hà Nội,3.0,51.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Female,45+ y.o.,Freelance,Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,8.0,200.0,25.0
123381,Hà Nội,3.0,28.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,25 - 29 y.o.,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,4.0,100.0,25.0
123637,Hải Phòng,3.0,56.0,Independent Cafe,Independent Cafe,Street / Half street coffee (including carts),Independent Cafe,Male,45+ y.o.,Retirement,None Working,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,4.0,120.0,30.0
