ID,Year,City,Brand,Spontaneous,Awareness,Trial,P3M,P1M,Comprehension,Brand_Likability,Weekly,Daily,Frequency_Visit,PPA,Spending,Segmentation,NPS_P3M,NPS_P3M_Group
345938,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
349764,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
349957,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
350090,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
350576,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
351103,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
351107,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Unknown,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),-1.0,Detractive
351111,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
351112,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
351116,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
352059,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
353397,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
353401,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Unknown,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),-1.0,Detractive
353418,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
353618,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
353619,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
353621,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
366880,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
367355,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
367857,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
367858,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
367859,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
367861,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
368436,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Unknown,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),-1.0,Detractive
368449,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
368450,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
368451,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
368552,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
368653,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
368654,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
368656,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
368658,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
368659,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
369143,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
369157,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
369435,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
369513,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
370459,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
370874,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
370953,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
370956,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
371060,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
371064,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
371210,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
371211,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
371497,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
371503,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
371754,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
371763,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
372557,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
373248,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
374275,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
374276,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
374278,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
374331,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
374334,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
374362,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
377786,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Unknown,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),-1.0,Detractive
378382,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
382177,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
382969,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
382975,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
383553,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
386291,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
386296,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
390352,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
391112,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
392167,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Unknown,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),-1.0,Detractive
392406,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
392409,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
398190,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
398191,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
398812,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
398815,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
399193,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
399374,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
399409,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
399410,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
399439,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
402623,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
402815,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
403076,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
404596,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
405715,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
406003,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
406323,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
406409,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
406410,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
406413,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
406953,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
408454,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
408800,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
408870,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
410003,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
413853,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
413914,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
421677,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
423288,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
429592,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
430709,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
432192,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
433128,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
434021,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
434084,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
434085,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
434091,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
434461,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
435106,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
435111,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
436686,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
437187,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
437595,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),9.0,Promoter
437844,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Unknown,Unknown,Unknown,0.0,-1.0,0.0,Seg.01 - Mass (<VND 25K),-1.0,Detractive
